DWH_REFERENZPREISE_CHE;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
01.01.2023;0.03;-7.25;-3.99;-7.71;-9.71;-15.15;-14.33;-0.66;0.02;-1.23;-6.11;0.28;2.96;-0.79;3.06;9.53;19.95;30.46;34.39;35.15;29.57;24.92;20.72;13.46
02.01.2023;40.37;29.23;22.28;14.17;24.94;48.84;74.52;112.32;123.03;125.92;127.31;125.47;129.43;120.34;132.27;136.2;145.91;153.85;161.43;154.75;148.62;134.97;121.01;112.1
03.01.2023;119.17;113.38;108.94;101.05;105.86;119.07;156.05;183.96;185.2;186.56;184.08;179.02;171.42;167.95;170.04;171.8;172.47;186.24;180.86;171.49;158.72;147.74;141.58;113.49
04.01.2023;121.55;104.19;88.65;84.82;83.95;111.52;128.92;147.38;154.3;158.76;153.82;151.4;155.46;153.47;156.53;152.6;154.18;152.6;157.59;155;149.07;148.57;144.52;124.96
05.01.2023;110.55;111.24;110.04;109.41;108.78;112.11;121.98;129.95;142.56;146.72;143.07;145.88;146.54;146.57;154.18;156.39;159.96;177.53;180.1;174.24;166.48;153.62;143.3;125.23
06.01.2023;110.86;105.48;103.74;102.78;102.25;106.81;115.53;141.33;141.17;141.65;140.49;142.56;135.31;119.88;126.22;137.55;147.99;154.93;163.22;159.89;150.62;140.75;139.19;126.7
07.01.2023;142.68;126.98;121.05;119.9;114.69;128.23;132.99;150.11;152.26;140.89;151.29;151.09;157.01;155.08;159.93;155.08;160;163.18;164.42;164.23;159.13;154.29;156.36;151.06
08.01.2023;141.59;127.4;113.94;114.05;110;113.74;118.62;125.45;125.49;143.95;142.5;141.96;141.14;127.44;126.62;133.98;146.08;158.2;156;155.2;141.33;143.66;131.8;113.3
09.01.2023;96.03;77.52;55.08;45.51;57.28;118.47;136.67;162.31;175.08;172.54;166.07;172.17;163.42;162.35;162.5;177.52;179.82;182.09;182.72;179.93;167.34;145.94;144.32;139.58
10.01.2023;143.22;134.37;128;126.3;126.69;139.66;147.27;180.15;185.33;185.3;178.61;168.76;168.71;168;174.02;164.34;164.92;179.91;182.6;181.98;184.71;172.44;160.97;154.09
11.01.2023;152.29;139.36;135.09;131.38;137.09;154.93;184.16;190.28;180.1;180.04;183.07;188.7;180.56;185.87;189.97;184.61;185.89;188.56;190.31;188.84;190.14;189.57;187.89;172.65
12.01.2023;157.37;147.67;141.24;135.55;137.15;143.07;184.95;185.55;185.15;185.05;184.91;179.66;179.09;178.03;179.89;184.08;185.04;185.13;185.48;185.27;185.13;184.97;180.28;174.97
13.01.2023;158.74;152.51;136.76;134.92;135.32;153.71;179.33;184.53;183.43;184.41;185.1;182.45;182;176.86;176.84;173.47;182;184.55;182.37;181.51;178.94;158.89;156.95;155.69
14.01.2023;158;155.84;153.72;151.49;150.07;154.56;157.8;155.74;161.07;162.25;161.1;161.13;155.89;153.95;155.89;163.83;170.25;170.53;182.36;179.89;179.05;161.01;161.02;153.31
15.01.2023;154.98;148.75;141.01;139.61;140.25;135.01;144.77;154.65;155.82;164.6;157.77;151.03;150.14;143.91;147.49;156.16;164;180.55;182.08;182.34;180.76;171.39;164.62;150.16
16.01.2023;78.34;83.01;83.82;77.69;83.81;130.29;153.97;174.27;187.13;185.33;181.88;177.41;172.65;172.94;172.52;178.92;181.63;187.98;187.96;185.34;176.62;161.9;155.7;151.56
17.01.2023;152.38;146.56;142.71;135.3;135.05;151.37;159.78;194.28;204.29;203.74;201.81;200.94;187.03;182.9;180.57;183.25;186.31;198.39;198.98;193.93;184.36;167.11;155.64;147.66
18.01.2023;148.31;138.93;135.98;129.5;133.13;147.41;171.71;195.92;203.18;196.18;190.09;181.68;169.94;159.26;165.52;169.93;177.23;188.97;195.05;193.9;177.08;161.03;159.13;151.08
19.01.2023;147.2;145.31;142.93;140.18;139.12;146.57;169.43;185.55;190;189.15;190.57;187.28;179.83;173.02;174.31;176.93;180.96;187.2;188.95;187.27;183.74;170.88;164.12;156.1
20.01.2023;159.09;157.04;152.9;151.88;150.85;156.43;181.55;206.27;228.85;225.3;211.25;199.28;193.21;190.21;189.9;192.89;197.68;213.67;215.47;207.76;190.03;176.45;175.02;160.68
21.01.2023;157.77;155.06;149.46;144.65;142.94;141.61;148.8;156.96;168.59;174.79;170.73;164.09;156.07;146.54;149.98;152.61;158.6;176.5;183.82;184.84;175.44;163.27;158.48;156.23
22.01.2023;168.98;167.65;163.94;154.52;152.15;151.44;162.93;168.97;169.95;173.65;173.47;172.69;168.97;165.44;165.73;167.97;175.1;190.46;199.09;199.84;195.9;190.57;186.13;176.54
23.01.2023;168.63;166.76;165.62;159.53;159.15;166.71;190.32;224.89;250.34;249.3;239.61;236.24;221.86;215.49;219.07;224.17;225.8;244.82;252.26;241.55;216.62;198.46;197.78;178.87
24.01.2023;169.03;166.15;166.97;165.51;165.63;168;192.02;226.02;248.71;251.92;238.57;221.09;211.99;210.03;208.45;211.63;218.18;241.94;245.21;230.66;213.47;189.96;186.17;176.08
25.01.2023;159.09;155.07;152.04;150.86;152;160.63;176.98;201.92;228.06;228.4;214.67;202.96;195.7;190.99;190.64;190.89;194.95;206.42;206.72;198.67;185.9;173.44;169.57;168.03
26.01.2023;157.04;154.64;152.01;154.74;152.06;154.33;163.56;187.1;206.14;206.64;198.86;193.98;182.43;179.13;179.15;179.56;182;187.41;194.17;185.15;177.32;164.51;163.47;159.99
27.01.2023;156.02;154.96;154.14;151.65;148.61;154.42;159.42;178.38;195.59;199.77;195.68;194.74;189.98;181.91;180.99;183.62;186.91;194.99;200.16;197.6;182.83;169.04;164.74;156.95
28.01.2023;150.47;148.48;143.1;138.52;136.53;137.57;149.15;154.63;162;171.96;168.53;163.22;155.58;151.66;150.14;152.29;157.01;173.96;178.51;180.03;172.06;156.48;155.39;152.66
29.01.2023;150.26;145.37;144.52;141.02;138.23;142.75;145.33;147.64;149.89;156.53;154.37;151.47;148.17;138.5;146.64;152;156.57;158.69;167.71;168.54;164.49;158.51;158.52;157.67
30.01.2023;150.66;143.15;143;139.91;140.9;148.76;158.58;169.98;172.28;173.92;168.85;164.41;159.29;160.05;158.79;167.51;173.95;177.84;201.14;193.07;177.65;165.45;158.59;154.31
31.01.2023;155.4;154.06;150.57;144.99;142.82;151.98;162.28;183.51;193.09;192.33;188.1;177.37;169.76;160.33;160.33;166.25;169.37;176.6;189.57;187.19;174.95;169.66;168.31;160.23
01.02.2023;150.58;150.06;147.71;143.86;147.04;148.7;161.72;175.94;180.71;183.33;178.86;165.04;153.04;151.2;152.94;155.81;171.06;175.09;180.76;180.06;172.79;155.02;153.16;150.47
02.02.2023;145.24;140;135.64;133.85;135.06;145.82;155;174.97;180.68;179.04;173.14;168.97;162.14;156.72;162;168.93;174.87;186.05;186.73;183.51;177.94;168.54;162.05;154.01
03.02.2023;153.64;146.51;141.11;140.42;138.87;149.88;170.07;176.72;177.79;177.03;171.72;161.56;156.24;154.94;156.24;161.03;174.97;174.42;181.33;180.02;179.18;164.78;155.51;148.85
04.02.2023;149.08;144.96;142.09;135.8;133.13;140.62;148.08;158.06;162.52;164.08;156.16;150.44;141.07;135.01;140.12;142.34;151.45;167.12;174.23;174.16;164.16;150.87;144.99;137.35
05.02.2023;142.86;131.79;123.67;115.99;109.16;112.88;119.08;131.26;138.27;142.66;138.12;139.95;138.05;124.93;126.39;134.8;142.65;151.77;169.27;170.13;166.08;151.42;150.82;140.83
06.02.2023;151.18;147.05;144.33;142.86;145.54;155.53;178.7;202.76;214.61;204.11;188.89;182.12;173.4;168.63;169.27;177.36;186.7;206.32;216.99;205.96;188.09;175.27;170.05;156.1
07.02.2023;158.44;154.78;153.06;150.69;151.32;157.56;178.29;201.93;211.94;193.19;175.7;172.84;159.3;156.83;160.53;168.62;185.88;210.62;236.27;221.03;194.75;176.51;170.31;161.28
08.02.2023;157.58;154.73;152.72;150.45;151.52;156.99;176.46;201.93;216.65;186.09;169.52;162.46;154.31;153.67;159.36;165.04;173.57;195;201.39;198.98;189.66;175.01;165.59;159.45
09.02.2023;151.93;149;144.93;141.97;141.72;145.02;165.05;181.65;192.41;187.02;170.09;157.22;145.96;144.64;151.26;156.81;162.52;178.39;187.96;187.98;176.9;165.71;159.72;155.89
10.02.2023;155.6;152.17;148.2;142.58;138.36;145.06;166.53;180.28;194.91;185.2;174.25;158.08;148.02;144;151.32;157.19;160.45;169.99;178.82;180.05;169.89;161.6;158.82;153.06
11.02.2023;158.95;152.76;149.09;144.81;143.09;144.97;151.75;160.03;167.82;166.81;154.91;150;142.1;136.23;141.95;145.72;154.72;159.99;169.8;176.24;167.87;165.35;162.55;157.06
12.02.2023;150.17;145.29;141.99;139.27;139.38;140.07;140.39;143.05;147.87;148.16;141.14;137.23;130.73;122.55;124.62;132.09;139.93;157.19;174.97;172.86;169.19;160.56;154.39;144.28
13.02.2023;139.42;138.16;136.08;131.94;134.63;141.49;167.03;190.46;197.41;191.55;173.18;162.53;145;143.88;147.5;155.59;168.71;186.21;197.07;198.89;187.78;172.9;164.63;157.21
14.02.2023;148.26;141.78;139.15;139.35;140.32;144.3;173;197.44;210.91;189.94;166.02;149.4;137.4;137.56;140.17;148.45;161.02;187.02;206.98;199.98;180.44;162.7;152.7;144.97
15.02.2023;138.7;135.69;133.14;132.5;133.38;139.24;161.07;187.78;194.49;176.11;154.68;144.35;136.91;135.82;139.63;152.95;164.96;173.51;180.58;179.61;172.34;164.44;156.79;152.15
16.02.2023;150.07;141.68;142.24;141.8;141.39;150.13;163.57;173.5;176.11;171.86;162.39;155.06;148.67;148;151.95;157.48;162.55;167.92;169.46;169.5;165.77;156.06;155.79;149.4
17.02.2023;145.49;138.62;136.3;132.37;132.9;139.16;161.92;168.5;169.58;168.58;159.61;154.35;145.15;144.07;146.34;155.56;162.96;161.15;160.78;166.13;165.13;159.65;158.91;148.02
18.02.2023;147.92;140.22;131.67;137.27;132.48;132.16;132.5;149.5;150.01;148.65;131.08;127.56;125.83;123.4;124.84;130.72;135.68;150.09;153.86;152.83;150.09;150.02;146.05;131.18
19.02.2023;131.51;131.21;130.2;126.22;123.06;122.45;128.06;129.46;125.9;127.09;126.12;123.28;115.48;101.91;104.81;107.6;123.92;153.12;158.03;161.6;158.08;153.38;150.13;141.99
20.02.2023;124.95;117.85;120.83;124.06;124.52;128.23;155.5;157.78;161.42;159.02;153.59;146.1;129.7;128.99;129.92;136.73;149.14;151.2;160.98;162.22;161.46;149;148.79;137.9
21.02.2023;138.05;133.64;129.84;128.85;129.01;134.35;151.33;165.86;167.43;167.42;162.82;152.79;136.48;132.63;129.49;134.6;141.36;159;172.04;172.73;169.05;158.21;153.16;141.9
22.02.2023;140.15;135.33;131.43;127.56;130.36;141.4;155.61;166.95;172.96;167.06;160.37;153.94;139.04;136.97;138.91;148.42;157.92;164.01;172.09;169.49;163.38;151.01;146.04;137.16
23.02.2023;130.7;124.25;123.01;124.54;125.84;130.02;148.64;168.43;174.94;169.01;163.06;159.04;149.85;142.7;139.52;144.9;148.18;154.07;164.58;164.56;158.03;146.73;140.86;128.58
24.02.2023;132.05;134.07;130.93;131.43;136;132.38;148.97;162.8;164.69;161.87;158.97;151.05;144.34;135.01;134.04;131.77;133.88;148.48;161.43;161.1;159.95;148.86;145.61;136.24
25.02.2023;149.93;145.64;140.63;134.18;133.32;133.51;135.11;139.85;144.48;147.95;144.04;139.04;132.66;125.75;123.19;129.47;134.72;134.77;155.65;162.29;158.63;150.06;144.08;136.55
26.02.2023;146.73;140.25;134.98;129.03;126.06;126;127.9;127.77;130.08;126.93;115.59;107.18;100.05;83.22;70.37;99.96;122.97;136.85;155.05;160.91;155.09;152.05;151.9;144.19
27.02.2023;133.67;128.07;124.92;124.95;128.68;137.11;161.94;178.36;183.28;172.59;162.03;155.15;144.75;139.07;141.58;148.28;157.94;169.2;182.85;182.5;172.32;161.86;155.1;144.39
28.02.2023;147.27;137.62;136.98;134.93;135.88;141.25;164.95;188.73;187.26;171.42;170.54;160.95;149.59;142.85;142.45;147.37;154.36;173.25;196.8;194.62;177.82;165.57;159.61;154.04
01.03.2023;142.28;139.09;138.49;133.01;131.99;142.94;162.62;179.94;183.12;164.37;164.34;156.79;149.05;147.28;147.02;147.23;147.5;164.33;177.62;176.41;163.6;156.69;155.52;148.84
02.03.2023;145.8;140.58;135.05;132.65;132.16;139.95;158.51;180.02;178.16;166.1;164.16;157.01;146.36;145.08;145.64;145.64;151.73;167.13;185.23;184.04;169.22;160.64;154.71;146.59
03.03.2023;144.33;140.16;138.46;135.69;136.13;142.11;162.52;179.82;185.55;165.89;165.32;157.2;148.41;143.79;144.41;145.12;146.33;158.47;169.94;167.06;163.94;161.56;156.68;152.88
04.03.2023;151.1;146.78;142.3;137.12;136.75;136.52;141.02;150.88;154.21;153.88;146.05;135.49;129.14;121.92;122.21;130.46;132.08;142.16;157.57;157.29;159.54;157.27;153.9;148.69
05.03.2023;146.1;139.71;136.38;133.42;132.56;131.83;127.7;137.76;141.56;137.69;133.63;131.77;126.71;120.29;116.59;121.69;130.46;143.85;160.75;163.19;158.05;154.13;147.47;139.46
06.03.2023;142.45;141.11;137.46;134.13;133.94;138.52;159.19;184.91;200.42;179.75;169.92;160.97;152.1;146.77;147.27;148.07;153.25;166.02;181.3;178.07;161.5;160.96;153.1;147.09
07.03.2023;133.35;136.02;132.53;131.77;128.76;132.56;150.46;161.88;160.44;163.06;163.04;156.99;148.62;143.74;144.29;147.35;153.31;156.09;161.76;156.07;156.9;152.06;144.9;137.49
08.03.2023;128.04;126.44;119.68;117.02;117.62;123.08;136.99;156.02;170.95;163.42;157.05;149;140.64;138.09;137.09;139.23;142.75;151.59;164.99;167.57;153.33;136.85;130.54;122.75
09.03.2023;116.2;112.82;111.89;107.43;106.01;113.52;135.83;148.36;158.98;150.62;141.44;137.01;127.51;120.18;122.16;125.09;136.82;143.4;156.01;158.93;145.02;131.05;122.37;113.32
10.03.2023;107.57;106.09;103.1;102.07;102.27;110.18;121.41;136.03;140.94;135.4;132.12;128.79;114.81;111.46;115.83;119.57;121.18;129.82;137.84;141.02;135.22;133.21;126.98;120.1
11.03.2023;132.5;130.87;129.87;123.63;119.56;118.99;127.91;134.99;138.36;139.07;133.5;128.75;125.56;120.9;118.62;112.13;127.36;134.95;141.47;148.05;144.64;131.94;131.85;127.6
12.03.2023;125.01;118.08;109.98;113.14;108.37;108.36;117.23;108.37;102.05;103;99.26;94.38;95.04;80.02;79.59;87.04;117.43;128.46;138.29;140;132;122.22;122;123.22
13.03.2023;120.32;108.67;106.25;107.65;108.87;121.91;134.79;141.43;141.42;131.91;120.6;120.84;120.51;120.39;121.52;121.61;131.99;138.91;135.01;131.47;122.25;129.85;121.45;116.11
14.03.2023;120.01;115.65;111.27;109.73;110.9;120.48;124.54;134.34;140;140.43;140.94;140.92;131.88;131.94;139.99;139.97;140.05;140.18;145.02;150.69;148.11;141.43;135.09;125.51
15.03.2023;114.56;110.14;105.13;104.56;108.56;117.39;139.83;153.87;160.61;155.83;145.66;139.1;123.92;121.18;122.77;131.48;138.19;149.43;158.63;161.42;153.83;149.92;145.48;136.67
16.03.2023;117.68;108.84;105.4;102.91;103.13;111.36;140.04;149.48;149.23;129.15;118.91;119.01;108.87;108.86;108.82;120.69;122.25;133.02;145.04;147.41;139.81;124.61;119.93;107.08
17.03.2023;99.94;99.01;105.02;105.19;103.91;105.46;109.57;133.61;131.28;114.14;109.07;109.71;94.83;95.14;96.94;95.27;102.53;125.84;135.16;134.84;129.7;112.32;110.36;109.35
18.03.2023;109.9;101.5;101.25;95.82;94.15;94.57;98.93;101.81;101.04;91.99;87.03;76.29;65.25;56.73;67.08;84.14;98.03;125.72;135.3;137.81;132.89;117.53;115.27;108.64
19.03.2023;119.16;109.59;108.82;106.65;102.52;105.54;107.07;107.57;102.25;104.72;94.37;95.45;93;91.33;94.21;99.01;109.55;126.38;141.49;147.94;142.08;136.95;133.41;128.82
20.03.2023;118.8;111.63;110.21;108.82;109.21;124.35;135.07;142.98;145.91;141.92;133.36;115.71;110.27;109.4;108.83;110.26;114.68;131.94;141.47;145.02;139.67;134.1;130.96;119.07
21.03.2023;116.07;112.17;104.94;103.38;104.83;110.65;128.34;143.22;142.94;133.41;125.28;122.14;111.59;109.69;111.11;115.18;119.89;126.54;134.86;140.06;135.44;118.26;112.86;111.93
22.03.2023;105.07;102.29;105.34;107.07;105.98;106.87;117.27;124.24;119.36;107.46;106.49;106.27;98.34;99.01;105.05;105.98;109.82;121.22;125.06;126.86;123.15;108.44;109.18;106.23
23.03.2023;102.64;102.18;101.46;100.46;99.08;106.04;121.99;122.96;115.14;103.26;103.28;103.71;104.48;104.29;107.63;104.86;110.03;119.64;130.82;137.41;127.97;116.21;115.07;104.46
24.03.2023;105.32;105.04;99.06;100.08;105.34;105.48;106.88;115.09;121.45;123.89;124.08;125.77;115.93;117.86;122.83;106.99;106.64;113.91;120.42;122.63;105.97;105.06;106.26;105.06
25.03.2023;96.94;96.75;94.29;91.26;88.02;91.28;89.07;90.64;91.64;94.24;69.97;41.49;29.91;9.59;9.58;69.25;93.23;99.56;100.36;100.16;99.93;101.34;100.06;99
26.03.2023;100.44;99.8;;91.3;93.83;96.39;94.27;97.74;100.84;101.18;93.76;90.67;83.05;77.98;54.06;78.29;91.38;100.27;99.52;112.74;125.23;110.45;103;99.01
27.03.2023;95;93.34;89.1;84.19;84.53;99.18;120.06;133.72;136.96;133.03;124.55;111.62;101.72;102.47;102.37;102.44;102.49;107.71;122.42;133.13;134.22;134.18;131.31;122.92
28.03.2023;126.19;116.69;112.4;109.06;109.23;117.84;137.07;152.56;154.03;140.5;132.87;111.86;104.37;101.2;106.33;108.83;109.45;116.75;138.47;147.9;145.82;133.19;125.7;113.11
29.03.2023;111.1;105.1;102.88;100.95;99.98;105.72;129.93;146.05;151.95;140.56;132.09;129.95;111.01;107.69;104.86;108.45;111.8;120.15;134.09;139.4;134.99;121.69;112.73;103.9
30.03.2023;103.15;102.87;104.76;104.21;103.3;103.31;113.59;127.22;125.92;116.86;116.1;118.52;107.76;107.05;113.67;113.68;116.49;116.04;115.92;124.17;120.15;107.93;109.83;105.59
31.03.2023;104.29;98.17;92.29;84.97;86.19;96.76;107.98;128.88;130.73;124.46;122.22;110.13;105.84;106.78;106.44;107.66;109.7;109.74;120.51;121.45;116.29;107.88;107.58;106.18
01.04.2023;96.7;98.34;99.39;99.55;98.26;94.98;96.44;94.02;99.13;99.06;92.48;84.7;77.17;48.03;38.7;38.75;81.37;98.83;101.51;101.59;100.05;98.98;96.94;97.92
02.04.2023;107.03;106.72;105.34;105.31;105.05;100.95;100.05;99.02;105.2;92.15;92.46;88.48;74.6;48.06;25.01;45.4;92.44;105.12;108.68;133;135.36;118.34;128.32;109.27
03.04.2023;111.59;110.46;109.88;107.85;105.75;114.25;139.15;163.04;172.51;149.93;135.9;113.42;108.39;106.65;103.39;106.51;108.57;120.66;140;160.94;161.11;142.04;136.71;127.13
04.04.2023;124.16;119.16;119.53;116.65;117.15;129.97;149.1;189.98;193.54;151.99;142.35;118;107.73;103.09;98.59;102.43;106.56;125.83;148.67;180.1;179.83;158.33;149.66;142.71
05.04.2023;133.72;129.08;132.33;130.01;132.46;139.04;158.44;197;177.95;151.6;139.83;121.97;115.55;113.1;109.7;111.16;121.3;137.93;153.87;187.43;186.06;158.61;150.3;138.91
06.04.2023;133.93;119.13;117.74;116.88;116.33;124.52;146.71;166.93;160;145.12;138.1;126.11;114.39;110.19;109.37;112.44;113.88;124.35;141.51;151.08;148.44;139.23;130.03;119.11
07.04.2023;116.91;110.27;106.44;103.98;104.21;106.65;125.39;136.58;137.03;138.05;132.51;115.87;107;100.3;98.21;100.07;100.76;108.42;131.07;140.68;140.27;137.26;134.18;130.82
08.04.2023;134.69;129.09;123.16;118.47;115.56;117.16;130.87;137.04;138.54;133.06;117.65;113.19;106.75;103.62;101.8;100.14;105.43;120.9;137.08;144.76;146.75;140.85;135.72;131.96
09.04.2023;100.64;94.1;82.46;71.72;76.08;82.65;109.79;123.83;129.36;113.51;100.4;91.35;85.63;81.12;78.32;104.84;113.77;136;155.59;177.54;166.48;144.92;124.94;115.43
10.04.2023;59.3;55.68;40.15;25.76;38.8;50.11;96.91;104.34;116.81;95.7;77;63.51;62.54;54.3;53.65;93.6;102.34;127.47;143.92;175.15;161.26;134.83;102.64;92.18
11.04.2023;105.94;99.48;90.79;82.66;87.21;91.14;126.89;154.78;161.35;148.69;138.38;133.1;124.04;114.81;111.1;119.51;119.83;141.91;166.41;180.63;165.98;141.84;122.18;114.9
12.04.2023;132.27;117.79;116.46;112.58;113.6;115.05;128.09;144.92;139.52;123.62;112.23;112.03;104.74;99.83;98.76;106.5;110.62;130.43;152.6;162.42;154.56;142.49;135.1;126.39
13.04.2023;114;109.83;106.83;106.28;108;120.25;138.49;160.78;165.07;151.48;141.71;137.08;129.43;131.1;135.49;141.86;145.8;155.01;162.57;162.68;153.92;137.2;129.1;120.09
14.04.2023;113.34;107.37;104.89;101.94;101.91;108.79;126.08;138.82;156.04;152.93;142.19;134.57;127.94;123.35;119.18;117.59;119.73;125.18;135.87;147.11;132.49;125.15;119.19;113.19
15.04.2023;111.96;106.69;103.68;100.04;98.12;99.74;103.93;108.86;112.42;109.33;102.33;96.55;89.33;77.87;69.1;70.35;81.03;96.62;112.18;120.94;122.39;117.83;114.64;110.02
16.04.2023;111.34;104.72;101.82;96.01;92.87;92.11;93.43;93.1;97.01;95.2;90.27;91.73;86.97;72.35;64.27;66.15;71.99;85.17;107.06;122.93;127.01;122.12;119.91;110.49
17.04.2023;102.31;98.09;95.31;94.38;95.82;104.5;126.09;145.91;179.18;158.95;146.77;140.34;131.72;125.01;118.66;117.99;120.83;132.96;149.71;165.91;143.04;133.38;126.11;118.09
18.04.2023;107.01;101.26;98.08;96.19;96.29;103.57;123.69;138.53;166.28;154.34;143.1;137;129.87;123.87;118.78;117.41;119.83;128.98;143.5;155.88;134.03;126.01;118.59;110
19.04.2023;107.01;101.26;98.08;96.19;96.29;103.57;123.69;138.53;166.28;154.34;143.1;137;129.87;123.87;118.78;117.41;119.83;128.98;143.5;155.88;134.03;126.01;118.59;110
20.04.2023;107.01;101.26;98.08;96.19;96.29;103.57;123.69;138.53;166.28;154.34;143.1;137;129.87;123.87;118.78;117.41;119.83;128.98;143.5;155.88;134.03;126.01;118.59;110
21.04.2023;112.09;105.52;103.58;101.05;100.89;107.72;125.57;137.37;165.2;161.48;148.95;141.89;134.88;128.98;124.16;121.38;124.04;129.71;141.48;153.37;132.44;126.03;119.61;111.95
22.04.2023;108.97;102.12;98.8;94.66;92.8;94.9;99.11;104.53;107.98;105.22;98.64;94.1;87.96;77.84;69.41;70.46;77.08;91.37;107.17;117.37;119.98;116.05;113.48;107.92
23.04.2023;106.49;99.14;95.63;89.71;86.45;86;86.5;86.48;90.7;90.28;85.61;87.04;82.87;70.44;64.21;61.15;63.65;77.97;102.32;116.21;120.93;118.32;115.79;107.58
24.04.2023;102.93;98.12;95.06;94.46;96.02;104.76;126.05;143.06;182.31;162.72;150.53;146.49;137.58;130;123.24;122.38;125.46;137.96;154.7;169.92;141.13;132.76;125.47;116.29
25.04.2023;105.82;99.65;96.17;93.78;93.81;101.51;121.72;136.04;169.05;156.85;144.73;138.58;130.98;124.98;120.07;118.79;122.19;132.35;147.42;160.37;133.98;126.76;119.66;110.92
26.04.2023;105.82;99.65;96.17;93.78;93.81;101.51;121.72;136.04;169.05;156.85;144.73;138.58;130.98;124.98;120.07;118.79;122.19;132.35;147.42;160.37;133.98;126.76;119.66;110.92
27.04.2023;105.82;99.65;96.17;93.78;93.81;101.51;121.72;136.04;169.05;156.85;144.73;138.58;130.98;124.98;120.07;118.79;122.19;132.35;147.42;160.37;133.98;126.76;119.66;110.92
28.04.2023;110.03;104.02;102.08;99.6;99.6;106.68;123.64;135.23;167.56;157.02;146.02;139.88;133.43;126.35;121.54;118.65;121.61;128.75;141.78;155.07;130.68;124.86;118.12;109.56
29.04.2023;106.95;100.05;96.82;92.87;91.61;93.81;97.35;101.92;104.17;100.97;94.25;89.45;83.31;72.79;63.72;65.23;72.41;87.14;102.81;113.05;116.18;112.59;109.86;103.87
30.04.2023;98.69;90.25;86.01;80.56;77.14;76.34;76.32;75.72;79.67;83.41;77.82;75.25;70.51;57.39;51.57;49.25;51.25;72.35;94.06;109.74;114.87;112.4;109.39;101.19
01.05.2023;102.94;94.65;89.95;87.39;86.44;89.68;98.09;104.99;106.13;107.11;102.76;103.55;103.59;99.84;98.02;96.56;99.17;106.46;111.56;114.55;118.43;118.67;117.38;108.74
02.05.2023;122.9;115.57;111.47;108.53;108.56;117.48;141.95;158.07;153.58;141.76;131.42;126.26;119.38;114.34;109.86;108.56;111.24;120.55;134.79;146.61;156.02;147.99;139.83;129.42
03.05.2023;122.9;115.57;111.47;108.53;108.56;117.48;141.95;158.07;153.58;141.76;131.42;126.26;119.38;114.34;109.86;108.56;111.24;120.55;134.79;146.61;156.02;147.99;139.83;129.42
04.05.2023;122.9;115.57;111.47;108.53;108.56;117.48;141.95;158.07;153.58;141.76;131.42;126.26;119.38;114.34;109.86;108.56;111.24;120.55;134.79;146.61;156.02;147.99;139.83;129.42
05.05.2023;129.42;122.3;119.46;116.22;116.56;125.34;145.41;157.77;152.86;142.49;132.43;127.73;122.48;116.4;111.49;108.82;110.99;118.65;131.52;142.02;151.04;145.82;138.63;128.79
06.05.2023;125.72;117.74;113.9;109.33;107.35;109.1;112.54;117.26;119.15;114.66;106.43;100.63;94.37;81.67;71.77;73.84;83.45;101.51;120.43;132.84;136.04;132.14;128.96;121.29
07.05.2023;112.44;102.22;96.76;89.93;85.98;84.84;83.89;82.63;86.87;89.81;82.2;78.3;72.99;60.53;55.59;53.64;58.73;82.07;109.07;127.53;134.33;131.86;128.17;118.76
08.05.2023;109.78;103.66;100.42;99.22;100.53;110.86;138.39;156.62;152.87;136.29;127.21;124.17;116.27;110.04;104.82;104.5;107.8;121.82;137.73;152.01;162.71;153.23;143.5;131.61
09.05.2023;123.13;115.55;110.93;108.27;108.55;117.51;141.05;156.38;150.6;139.31;130.29;126.27;119.76;114.52;110.98;109.62;112.22;121.6;135.6;147.6;157.34;149.59;141.67;130.56
10.05.2023;123.13;115.55;110.93;108.27;108.55;117.51;141.05;156.38;150.6;139.31;130.29;126.27;119.76;114.52;110.98;109.62;112.22;121.6;135.6;147.6;157.34;149.59;141.67;130.56
11.05.2023;123.13;115.55;110.93;108.27;108.55;117.51;141.05;156.38;150.6;139.31;130.29;126.27;119.76;114.52;110.98;109.62;112.22;121.6;135.6;147.6;157.34;149.59;141.67;130.56
12.05.2023;125.32;117.14;113.66;109.47;109.86;118.8;139.52;151.8;146.84;135.43;125.94;121.38;117.34;111.63;107.05;103.83;106;113.8;126.57;137.18;145.59;141.11;134.58;123.96
13.05.2023;119.3;110.68;107.01;101.99;100.76;102.37;104.08;108.73;110.66;107.19;101.91;97.99;95.39;81.91;75.2;75.58;85.67;96.79;115.47;129.08;133.19;130.56;128.36;119.68
14.05.2023;109.26;98.08;93.52;85.98;82.42;81.04;79.09;78.17;81.37;83.74;76.28;71.72;67.41;55.76;51.1;48.34;55.82;79.33;106.63;126.4;133.15;132.3;129.49;119.87
15.05.2023;107.65;101.98;99.08;97.08;98.74;108.51;133.19;148.52;142.36;130.49;122.82;120.08;114.16;109.23;106.33;105.83;109.16;121.51;135.37;145.94;155.48;148.57;140.66;128.44
16.05.2023;125.16;116.7;111.81;108.43;108.54;117.86;140.17;155.71;149.27;139.05;131.05;127.42;121.02;115.49;112.32;111;112.86;121.84;134.81;146.97;157.65;150.87;143.3;133.07
